[2026-06-18T09:28:46.060+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-06-18T09:28:46.253+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: extract.trigger_transform_dag manual__2026-06-18T08:52:46.047066+00:00 [queued]>
[2026-06-18T09:28:46.261+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: extract.trigger_transform_dag manual__2026-06-18T08:52:46.047066+00:00 [queued]>
[2026-06-18T09:28:46.262+0000] {taskinstance.py:2303} INFO - Starting attempt 1 of 1
[2026-06-18T09:28:50.712+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42264 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.720+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42584 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.722+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42640 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.723+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:42981 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.724+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43037 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.725+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43598 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.726+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:43653 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.728+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44205 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.728+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44261 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.731+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44865 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.732+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:44921 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.734+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45163 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.734+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45213 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.736+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45811 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.737+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:45867 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.738+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46276 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.739+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46353 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.739+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46407 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.741+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:46484 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.743+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:47662 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.744+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:47718 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.746+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48095 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.746+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48165 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.747+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48215 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.748+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48270 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.748+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48306 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.749+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48376 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.750+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48426 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.750+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48486 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.751+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48745 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.753+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:48800 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.754+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49047 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.755+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49111 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.755+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49155 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.756+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49218 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.757+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49472 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.758+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49535 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.759+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49723 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.760+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:49792 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.761+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50300 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.762+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50371 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.763+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50594 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.764+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:50667 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.765+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51221 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.766+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51319 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.767+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51582 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.768+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:51658 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.769+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:52282 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.770+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:52338 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.772+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53161 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.773+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53213 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.774+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53473 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.775+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:53529 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.776+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54052 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.777+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54112 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.778+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54152 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.779+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:54202 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.782+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55598 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.783+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55654 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.784+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55808 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.784+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55888 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.785+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:55944 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.786+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56027 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.786+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56086 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.787+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56169 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.788+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56225 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.789+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:56310 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.790+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57131 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.791+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57214 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.792+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57270 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.793+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57355 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.794+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57659 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.795+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57742 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.796+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57798 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.797+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:57879 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.798+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58188 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.798+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58244 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.799+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58446 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.800+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:58484 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.802+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:59152 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.802+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:59207 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.805+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:60374 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.806+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:60438 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.807+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61074 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.808+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61166 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.809+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61432 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.810+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61506 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.811+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61609 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.812+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61691 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.813+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61877 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.814+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:61933 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.815+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62634 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.816+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62727 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.817+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62866 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.817+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:62912 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.819+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63683 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.820+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63739 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.821+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:63991 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.821+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64045 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.822+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64480 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:50.823+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:64536 SyntaxWarning: invalid escape sequence '\d'
[2026-06-18T09:28:51.173+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2026-06-18T09:28:51.183+0000] {taskinstance.py:1205} INFO - Marking task as SUCCESS. dag_id=extract, task_id=trigger_transform_dag, execution_date=20260618T085246, start_date=20260618T092846, end_date=20260618T092851
[2026-06-18T09:28:51.246+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2026-06-18T09:28:51.263+0000] {taskinstance.py:3482} INFO - 0 downstream tasks scheduled from follow-on schedule check
[2026-06-18T09:28:51.268+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
